분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류
교육/체험,중구,[서울도서관] 코딩으로 나만의 게임 만들기,2022-09-29~2022-12-01,온라인 zoom,,코딩에 흥미가 있는 초등학교 5학년~중학교 3학년,,,"재미있는 그림책도 읽어보고  그림책을 소재로 나만의 무한 상상력을 펼칠 수 있는 코딩교육 강좌입니다.  내가 해보고 싶은 게임, 코딩으로 직접 만들어 보세요.",,https://lib.seoul.go.kr/lecture/applyDetail/3501,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0bc7590cbf534146b54e660640ecd652&thumb=Y,2022-09-19,기관,2022-09-29,2022-12-01,어린이/청소년 문화행사
축제-문화/예술,종로구,2022년 키우피우 오브제극축제,2022-09-29~2022-10-23,종로 아이들극장,,전 연령(36개월 이상),"전석 30,000원 (※종로구민 30% 할인)",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=237&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee2fac90d52144f6ab5a75f80a37de31&thumb=Y,2022-08-08,기관,2022-09-29,2022-10-23,
교육/체험,종로구,[2022 종로한복축제] 연계인문학 강좌 '보고 듣는 한복 인문학',2022-09-29~2022-10-13,서울 종로구 종로1길 36 대림빌딩,종로문화재단,홈페이지 참고,,,,,https://www.jfac.or.kr/site/main/archive/post/2022-%EC%A2%85%EB%A1%9C%ED%95%9C%EB%B3%B5%EC%B6%95%EC%A0%9C-%EC%97%B0%EA%B3%84%EC%9D%B8%EB%AC%B8%ED%95%99-%EA%B0%95%EC%A2%8C-%EB%B3%B4%EA%B3%A0-%EB%93%A3%EB%8A%94-%ED%95%9C%EB%B3%B5-%EC%9D%B8%EB%AC%B8%ED%95%99-%EC%88%98%EA%B0%95%EC%83%9D-%EB%AA%A8%EC%A7%91,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b9b1e31ce7e6424e9c39c162095942c2&thumb=Y,2022-09-08,기관,2022-09-29,2022-10-13,
연극,강동구,국수호 춤극 [아라가야 안티고네],2022-09-29~2022-10-02,소극장 드림,강동문화재단,8세 이상 관람가(미취학 아동 관람불가),"R석 70,000원 S석 50,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1837&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a13b9fd68b847b5b9232d9d71499cd6&thumb=Y,2022-08-12,기관,2022-09-29,2022-10-02,
클래식,서초구,유카페카 사라스테와 제임스 에네스,2022-09-29~2022-09-30,예술의전당 콘서트홀,,만 7세 이상,"R 100,000 S 80,000 A 50,000 B 30,000 C 10,000",,,,https://www.seoulphil.or.kr/perf/view?perfNo=4862&calendarDate=2022/09/29&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=18a0af8b930a4dd5a0f36a914ba6f3ec&thumb=Y,2022-08-08,기관,2022-09-29,2022-09-30,기타
무용,강동구,[Edge of Angle],2022-09-29~2022-09-29,대극장 한강,강동문화재단,8세 이상 관람가,,,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1849&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=26c3ff38a4844764b441a95869358e4e&thumb=Y,2022-09-28,기관,2022-09-29,2022-09-29,
클래식,노원구,재즈 콘서트 '윤희정의 Jazz Party',2022-09-29~2022-09-29,노원문화예술회관 소공연장,노원문화재단,8세 이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=281,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2490b9f73c2c48a68fe8dbe74a70d528&thumb=Y,2022-08-22,기관,2022-09-29,2022-09-29,
클래식,종로구,한국독일가곡연구회 176회 정기연주회,2022-09-29~2022-09-29,세종체임버홀,세종문화회관,만 7세 이상,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33548&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=923dc323f383418dbd864392b623df8a&thumb=Y,2022-09-29,기관,2022-09-29,2022-09-29,
콘서트,서초구,2022 재즈 페스타 Fall in Jazz '성민제의 KONTRAS2',2022-09-29~2022-09-29,서초문화재단 반포심산아트홀,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)",8세 이상,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)",,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=483,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4cbe6294df654ded92b17ea1cdfbe2c2&thumb=Y,2022-09-07,기관,2022-09-29,2022-09-29,기타
연극,은평구,[문화가있는날] 숲속라이브 9월 이야기꾼의 책공연 '낱말공장나라',2022-09-29~2022-09-29,은평문화예술회관 공연장,,48개월 이상 관람가능,,,,,https://www.efac.or.kr//sub01/sub01.php?type=view&uid=2946,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27772d11e0a04a898a7939cf57ad4241&thumb=Y,2022-09-21,기관,2022-09-29,2022-09-29,
클래식,마포구,2022 M 소나타 시리즈 #3 [박재홍 피아노 리사이틀],2022-09-29~2022-09-29,마포아트센터 아트홀맥 ,,8세이상 관람가[미취학아동입장불가],"VIP 44,000원, R 33,000원 S 22,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2017&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4a96be870f846adb9d84e0af2c9109a&thumb=Y,2022-04-29,기관,2022-09-29,2022-09-29,기타
뮤지컬/오페라,종로구,인간의 법정,2022-09-28~2022-12-04,대학로 아트원씨어터 2관 (서울 종로구 대학로12길 83 SW빌딩),,17세 이상 관람가,"R석 66,000원 S석 44,000원","박민성, 임병근, 오종혁, 이재환, 유태양, 류찬열, 최하람, 김승용, 선한국, 이상아, 이서영",치열한 SF 법정 드라마 '인간의 법정' 뮤지컬로 재탄생 되다! 22세기를 배경으로 주인을 살해한 안드로이드가 인간의 법정에 서면서 벌어지는 이야기를 그린 뮤지컬!,,https://www.instagram.com/company_daero/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f78972e954554cf2b12593a6f81f42bd&thumb=Y,2022-09-08,기관,2022-09-28,2022-12-04,기타
기타,마포구,[9월/팟캐스트] 서강도서관 피셜 27회 '우리 용호동에서 만나',2022-09-28~2022-10-31,온라인(팟빵),,누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=5809,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=050aab5f4d0d49c58846122f5d5cc407&thumb=Y,2022-10-07,기관,2022-09-28,2022-10-31,기타
교육/체험,중구,[춤추는 낱말] '접근점' 프로그램,2022-09-28~2022-10-26,서울시립미술관 서소문본관,,누구나 (모집정원 100명),,,,,https://sema.seoul.go.kr/kr/whatson/event/detail?evtNo=1086256,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3b26fc95f5fa42e9bcb9039f91656e9b&thumb=Y,2022-09-16,기관,2022-09-28,2022-10-26,
교육/체험,강북구,삼양 한다리 클래스,2022-09-28~2022-10-20,서울 강북구 미아동 791-1536,,홈페이지 참고,클래스별 상이,,,,http://gbcf.or.kr/load.asp?subPage=510.view&cate=&idx=756&searchValue=&searchType=&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0f02404993747a9b525eb6d2dfba21f&thumb=Y,2022-09-08,기관,2022-09-28,2022-10-20,
전시/미술,강동구,"서울학습관 첫 작품전. 전통, 색을 담다",2022-09-28~2022-10-02,아트갤러리 그림,강동문화재단,전체관람가,,,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1851&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83fc9ce0ed56418b90f5d1eefa883e5e&thumb=Y,2022-09-28,기관,2022-09-28,2022-10-02,
전시/미술,중구,제7회 대한민국사진축전,2022-09-28~2022-10-02,동대문디자인플라자(DDP) 아트홀 1관(알림1관),,누구나,무료,,,,http://www.pask.net/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d80f09ecc5fd4a1098d040ca7369d632&thumb=Y,2022-09-19,시민,2022-09-28,2022-10-02,기타
무용,관악구,[관악문화재단] SAC on Screen 9월 상영,2022-09-28~2022-09-28,싱글벙글교육센터 1층 다목적강당,,누구나,,,,,https://www.instagram.com/p/CiwpjJCOusk/?utm_source=ig_web_copy_link,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=be34051e6d59470d99b8e10973405225&thumb=Y,2022-09-21,기관,2022-09-28,2022-09-28,기타
축제-기타,마포구,＂제7회 M 클래식 축제＂브런치콘서트 [서희태의 렉처콘서트-동물의 사육제],2022-09-28~2022-09-28,마포아트센터 아트홀맥,, 8세이상관람가능,"전석 10,000원", 지휘？해설 서희태 /피아니스트 고연경/ 피아니스트 김명현 /뉴서울필하모닉 오케스트라,"클래식을 맛있게 즐기는 M클래식 축제의 렉처 콘서트 2 <동물의 사육제>  남다른 음악적 해석과 재치 있는 입담을 자랑하는   지휘자 서희태의 렉처콘서트 <동물의 사육제>  닭, 코끼리, 캥거루, 백조 등 동물의 모습을 음악적으로  유머러스하게 묘사하며 어린이와 청소년을 위한 관현악곡으로 대표되는 생상스의 <동물의 사육제>를 재조명하고,  그 안의 숨겨진 이야기들을 풀어낼 예정이다.   수준 높은 연주로 클래식 애호가들에게 호평 받고 있는 뉴서울 필하모닉 오케스트라와  피아니스트 고연경, 김명현이 함께하여 다채로운 클래식 음악의 매력을 선보인다.",,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_hall_code=9&sc_b_category=17&pk_seq=2068&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3eab99d275b74afea42d4a1c46057a4c&thumb=Y,2022-08-04,기관,2022-09-28,2022-09-28,기타
클래식,양천구,춤바람 부는 클래식 음악여행,2022-09-28~2022-09-28,양천중앙도서관 중앙홀,,양천구민 100명,,코리아챔버앙상블,,,https://lib.yangcheon.or.kr/yclib/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c957133dd3d41c8992797cd7e08a4cd&thumb=Y,2022-08-10,기관,2022-09-28,2022-09-28,문화가 있는 날
국악,종로구,서울시국악관현악단 정기공연 [믹스드 오케스트라(Mixed Orchestra)-충돌과 조화],2022-09-28~2022-09-28,세종문화회관 대극장,,만 7세 이상(취학아동 이상),VIP석 5만원 R석 4만원 S석 3만원 A석 2만원,서울시국악관현악단,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33434&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0bf89b05eeda4f83869f6d261605247b&thumb=Y,2022-09-06,기관,2022-09-28,2022-09-28,기타
기타,구로구,[개봉어린이도서관 ] 9월 문화가 있는 날,2022-09-28~2022-09-28,개봉어린이도서관,,도서관이용자,무료,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2457,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=470e0636398a4751b44f51d5fa1ad62a&thumb=Y,2022-09-23,기관,2022-09-28,2022-09-28,문화가 있는 날
교육/체험,구로구,[구로구립 궁동어린이도서관] 9월 문화가 있는 날,2022-09-28~2022-09-28,구로구립 궁동어린이도서관,,도서관 이용자 누구나,,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2426,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1e4e04988b634025ab247174470977af&thumb=Y,2022-09-14,기관,2022-09-28,2022-09-28,문화가 있는 날
교육/체험,강남구,[강남구립열린도서관][청년의날] MZ가 세상을 움직이는 방법 : 「캐스팅보트」 저자 이동수 작가와의 만남,2022-09-28~2022-09-28,열린도서관 다목적강의실,,전체회원 (성인-청년),,이동수 (청년정치크루 대표),,,https://library.gangnam.go.kr/intro/menu/10045/program/30013/lectureDetail.do?currentPageNo=1&searchCategory=&manageCd=ALL&searchStatusCd=&lectureIdx=25190,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7785580d96584b08bf948a61d1d2b861&thumb=Y,2022-09-07,기관,2022-09-28,2022-09-28,기타
교육/체험,금천구,[금천구립독산도서관] 이병률 작가와 함께하는 북콘서트,2022-09-28~2022-09-28,금천구립독산도서관 1층 야외열람실,,지역주민,,"작가 이병률, 북 전문가 정현,           가야금명창 이선, 기타리스트 이호준",금천구립독산도서관 - 이병률 작가와 함께하는 북콘서트    문학과 음악이 함께하는 가을밤 북콘서트  「그리고 행복하다는 소식을 들었습니다」   - 사랑하고 있는 이들을 향한 시인의 따뜻한 축사,,https://geumcheonlib.seoul.kr/cop/bbs/selectBoardArticle.do?nttNo=27861&pageIndex=1&menuId=MNU_0000000000000018&bbsId=BBSMSTR_000000000002,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=812be3f003ce46acad5fa7cb494b8439&thumb=Y,2022-09-06,기관,2022-09-28,2022-09-28,
뮤지컬/오페라,관악구,[관악문화재단] 9월 SAC on Screen '춘향탈옥',2022-09-28~2022-09-28,싱글벙글교육센터,,누구나,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dc7fc771ca46434c856dccb93241613e&thumb=Y,2022-08-10,기관,2022-09-28,2022-09-28,기타
클래식,종로구,마법 같은 매력의 클래식. 국내초연곡 Market Maro (마켓마로)의 The Sudden Visit (갑작스런 방문),2022-09-28~2022-09-28,유튜브 (온라인),한국전문예술인협회,남녀노소,무료,https://conservatory.modoo.at/?link=vqvcdrtl&messageNo=3&mode=view,https://conservatory.modoo.at/?link=vqvcdrtl&messageNo=3&mode=view,https://conservatory.modoo.at/,https://conservatory.modoo.at/?link=vqvcdrtl&messageNo=3&mode=view,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=af6ed696186948dea291e548123fb427&thumb=Y,2022-09-17,시민,2022-09-28,2022-09-28,기타
교육/체험,구로구,[구로구립]꿈마을도서관 9월 문화가 있는 날 사서추천도서 '분류번호 800',2022-09-28~2022-09-28,꿈마을도서관 2층 종합자료실,,도서관 이용자,,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2417,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=39be7e0883ae4772a0e5e805cf96398d&thumb=Y,2022-09-01,기관,2022-09-28,2022-09-28,문화가 있는 날
국악,양천구,[양천문화재단] 9월 월간뮤지크 - 동양고주파,2022-09-28~2022-09-28,양천문화회관 대극장,,8세 이상,"10,000원 (양천구민, 양천구 재직자  5,000원)",,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=107&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do%3Fsch_show%3DY,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d184a6f46c940e281c97eee097e33f0&thumb=Y,2022-08-05,기관,2022-09-28,2022-09-28,문화가 있는 날
기타,송파구,[한성백제박물관] 9월 문화가 있는 날 연계행사 [칠지도를 찾아라!],2022-09-28~2022-09-28,한성백제박물관,,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=20427&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e0813a113f304535b41e9f7a9373d413&thumb=Y,2022-08-09,기관,2022-09-28,2022-09-28,문화가 있는 날
전시/미술,종로구,"윤동주문학제 특별전시 [윤동주와 정병욱, 별빛 하늘에 흰 그림자]",2022-09-27~2022-11-30,"윤동주문학관, 청운문학도서관 누정",,누구나,,,,,https://www.jfac.or.kr/site/main/program/perf_all_list_view?pgIdx=1912,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a5f88a83073a40169d9da89b7f9bc555&thumb=Y,2022-11-03,기관,2022-09-27,2022-11-30,
교육/체험,종로구,"[서울역사박물관] 서울역사박물관대학 - 경성, 서울 속 여성의 삶",2022-09-27~2022-11-15,서울역사박물관 야주개홀,,성인,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=897873aaafd7497b88fbac8822d5c64b&thumb=Y,2022-09-13,기관,2022-09-27,2022-11-15,
전시/미술,종로구,금속공예 기증특별전,2022-09-27~2022-10-27,서울공예박물관 전시1동 3층 기획전시실,,모든 시민,,,,,https://craftmuseum.seoul.go.kr/exhibit/plan/view/93,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=12ee0867b55e475fa564d7dc346cd2d6&thumb=Y,2022-10-12,기관,2022-09-27,2022-10-27,
교육/체험,종로구,[서울역사박물관] 세뮤틴즈 - 접속하라 조선시대 한양,2022-09-27~2022-10-20,온라인,,청소년(중고등학생),,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1005&categoryVal=&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=22c21d0efd89420488ccf0eb7d1aa7a2&thumb=Y,2022-09-13,기관,2022-09-27,2022-10-20,
교육/체험,송파구,[서울역사탐구교실] 선사?고대 시간여행,2022-09-27~2022-10-12,몽촌역사관,,초등학교 3~4학년 학급,,,,,http://baekjemuseum.seoul.go.kr/dreamvillage/board/notice/index.jsp?mpid=SDM0401000000&mmode=list,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2a158dbddfca4e67a9debf34296ea0e0&thumb=Y,2022-08-16,기관,2022-09-27,2022-10-12,
전시/미술,종로구,2022년 운현궁 기획전시 [상상의 정원] (류정우 작가),2022-09-27~2022-10-02,운현궁 기획전시실,운현궁,전체관람가,,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=938&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78103c1576554d579d8f2674ba149e46&thumb=Y,2022-09-29,기관,2022-09-27,2022-10-02,
전시/미술,중랑구,《제 27회 중랑포토클럽 회원전》,2022-09-27~2022-10-01,중랑아트센터 1관,중랑문화재단,홈페이지 참고,,,,,https://www.jnac.or.kr/exhibition/exhibit_view.html?pid=63&redir=%2Fexhibition%2Fexhibit_list.html%3Fstatus%3D%26find%3D%26search%3D%26page%3D1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=997daccf25864878bf322aa4777964d1&thumb=Y,2022-09-28,기관,2022-09-27,2022-10-01,
클래식,송파구,[서울모테트합창단] 제121회 정기연주회 하이든 '천지창조',2022-09-27~2022-09-27,롯데콘서트홀,서울모테트음악재단,만 7세 이상 입장 (미취학아동 입장불가),"R석 100,000원 S석 70,000원 A석 50,000원 B석 30,000원 C석 20,000원","지휘자 박치용, 서울모테트합창단, 서울모테트청소년합창단, 소프라노 유은이, 테너 최상호, 베이스 정록기, 소프라노 윤지, 바리톤 김준동, 서울모테트챔버오케스트라","창조의 신비와 경이로움, 창조주의 섭리와 자연의 이치에 따라 사는 삶의 귀중한 가치를 전하는 서울모테트합창단의 9월 정기공연",,https://www.lotteconcerthall.com/kor/Performance/ConcertDetails/259070,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c3a8d5979a8740bab9e59b6c8c162722&thumb=Y,2022-08-10,기관,2022-09-27,2022-09-27,기타
